영업상태명,지번주소,사업장명
영업/정상,서울특별시 도봉구 창동 715-3 미소애아파트 ,샌드위치날에&트리킹즈커피 창동점
영업/정상,서울특별시 도봉구 창동 296-6 1층 일부 ,삼겹포차
영업/정상,서울특별시 도봉구 창동 8-1 1층 107호 ,밀향기 국시점
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동,양촌리돈가스
영업/정상,서울특별시 도봉구 창동 650-58 ,셀프수산
영업/정상,서울특별시 도봉구 창동 743-28 창동역 블루핀 1동 ,정이가김밥
영업/정상,서울특별시 도봉구 창동 568-6 ,콴(Quan)
영업/정상,서울특별시 도봉구 창동 655-21 안강프라자 ,마선생마약국밥 서울쌍문역점
영업/정상,서울특별시 도봉구 창동 805 동아그린아파트 상가동 103호 ,북촌통닭
영업/정상,서울특별시 도봉구 창동 700-36 하버드학원 ,육미제당창동점
영업/정상,서울특별시 도봉구 창동 503-3 ,88족발
영업/정상,서울특별시 도봉구 창동 6 ,청담주막
영업/정상,서울특별시 도봉구 창동 562-6,타코형와플누나
영업/정상,서울특별시 도봉구 창동 664-4 ,맑음이네
영업/정상,서울특별시 도봉구 창동 134-33 ,흑산도
영업/정상,"서울특별시 도봉구 창동 5 창동다모아빌딩 지하1층, 2호 ",풍년
영업/정상,"서울특별시 도봉구 창동 333 제1층 101, 102호 ",용두할매쭈꾸미
영업/정상,서울특별시 도봉구 창동 655-11 1층 우측 ,가미튀김
영업/정상,서울특별시 도봉구 창동 805 동아그린아파트 ,털보네 떡꼬치
영업/정상,서울특별시 도봉구 창동 805 동아그린아파트 ,한가득 부대찌개
영업/정상,서울특별시 도봉구 창동 557-6 ,옥이닭발
영업/정상,서울특별시 도봉구 창동 9-1 ,최순옥명품국밥 창동점
영업/정상,"서울특별시 도봉구 창동 731-19 103,104호",갯마을 심心조개
영업/정상,서울특별시 도봉구 창동 500,심마니와 토종닭
영업/정상,서울특별시 도봉구 창동 12-3 지하 1층 ,큰집 한식뷔페
영업/정상,서울특별시 도봉구 창동 554-1 ,노가리앤비어
영업/정상,서울특별시 도봉구 창동 518-7,가마치통닭 신화초점
영업/정상,서울특별시 도봉구 창동 500-6 ,삼강포차
영업/정상,서울특별시 도봉구 창동 731-36 ,할배골
영업/정상,서울특별시 도봉구 창동 562-1 ,이모 즉석떡볶이
영업/정상,서울특별시 도봉구 창동 1-28 씨드큐브 창동 ,순대실록 씨드큐브창동점
영업/정상,서울특별시 도봉구 창동 1-10 농협창동유통센타 ,라라플로아 창동하나로마트점
영업/정상,서울특별시 도봉구 창동 552-44 ,대박식당
영업/정상,서울특별시 도봉구 창동 1-10 농협창동유통센타 ,포트캔커피 창동하나로마트점
영업/정상,서울특별시 도봉구 창동 474-68 ,큭큭피자 강북직영점
영업/정상,서울특별시 도봉구 창동 134-36 우림빌딩 ,송도만두 창동역점
영업/정상,서울특별시 도봉구 창동 655-21 안강프라자 ,쌍문 한우
영업/정상,서울특별시 도봉구 창동 1-10 농협창동유통센타 ,화목 칼국수
영업/정상,서울특별시 도봉구 창동 286-6 ,도봉탄
영업/정상,서울특별시 도봉구 창동 659-32 ,불타는 볶음밥
영업/정상,서울특별시 도봉구 창동 578-146 ,수유리우동집신창시장점
영업/정상,서울특별시 도봉구 창동 651-48 ,원더베이글하우스
영업/정상,서울특별시 도봉구 창동 135-28 창동 SR스타빌 ,마장동숯불구이
영업/정상,서울특별시 도봉구 창동 624-34 ,순살로31 쌍문점
영업/정상,서울특별시 도봉구 창동 664-44 ,신선NF
영업/정상,서울특별시 도봉구 창동 807 쌍용아파트,마라톤
영업/정상,서울특별시 도봉구 창동 256-1 ,정가네두부
영업/정상,서울특별시 도봉구 창동 10,춘천골닭갈비
영업/정상,서울특별시 도봉구 창동 254-25,씨에이치제이
영업/정상,서울특별시 도봉구 창동 502-26,정원식당
영업/정상,서울특별시 도봉구 창동 750-2 창동리더스빌딩,짬뽕선수
영업/정상,서울특별시 도봉구 창동 750-2 창동리더스빌딩,행복돈까스
영업/정상,서울특별시 도봉구 창동 518-3,크레이지빙수X오늘도김볶만 강북점
영업/정상,서울특별시 도봉구 창동 585-12,신창시장족발
영업/정상,서울특별시 도봉구 창동 540-10,상하이
영업/정상,서울특별시 도봉구 창동 601-26,오육탄
영업/정상,서울특별시 도봉구 창동 27-3 주공아파트,창동참치
영업/정상,서울특별시 도봉구 창동 731-1 에이치큐브병원,담가화로구이 창동점
영업/정상,서울특별시 도봉구 창동 560-36,도니도니갈비튀김
영업/정상,서울특별시 도봉구 창동 75-13,싸다김밥 창동역점
영업/정상,서울특별시 도봉구 창동 307-2 창동1단지주공아파트,외계인피자 창동직영점
영업/정상,서울특별시 도봉구 창동 6-1,왕초바베큐 창동점
영업/정상,서울특별시 도봉구 창동 135-11,미담푸드
영업/정상,서울특별시 도봉구 창동 659-29 삼성쉐르빌퍼스티,모던 라이프
영업/정상,서울특별시 도봉구 창동 569-11,카페찬(cafe chan)
영업/정상,서울특별시 도봉구 창동 1-10 농협창동유통센타,장보고설렁탕 국제식당
영업/정상,서울특별시 도봉구 창동 731-102,도야짬뽕 창동점
영업/정상,서울특별시 도봉구 창동 823 창동금호어울림아파트,짱구네떡볶이 창동점
영업/정상,서울특별시 도봉구 창동 658-1,썬더치킨 쌍문점
영업/정상,서울특별시 도봉구 창동 219-5,싹쓰리
영업/정상,서울특별시 도봉구 창동 27-3 주공아파트,창동푸드
영업/정상,서울특별시 도봉구 창동 3-3,불볶이와튀김범벅
영업/정상,서울특별시 도봉구 창동 552-19,우이사계
영업/정상,서울특별시 도봉구 창동 657-126,마루숯불치킨바베큐
영업/정상,서울특별시 도봉구 창동 135-14,창동포크 왕소금구이
영업/정상,서울특별시 도봉구 창동 667-106 북한산팰리스,육회대첩 노원점
영업/정상,서울특별시 도봉구 창동 38-1 주공아파트,커피퐁당
영업/정상,서울특별시 도봉구 창동 338 신원리베르텔,OG버거 창동역점
영업/정상,서울특별시 도봉구 창동 826 북한산한신휴플러스아파트,창동골뱅이
영업/정상,서울특별시 도봉구 창동 582-49,추억의철가방
영업/정상,서울특별시 도봉구 창동 13-3,육전국밥 창동역점
영업/정상,서울특별시 도봉구 창동 338 신원리베르텔,맛닭꼬 창동역점
영업/정상,서울특별시 도봉구 창동 658-3,매향
영업/정상,서울특별시 도봉구 창동 333-2 한성빌딩,가마로강정 창동역점
영업/정상,서울특별시 도봉구 창동 3-3,가배미혼
영업/정상,서울특별시 도봉구 창동 3-3,딥 코브(DEEP COVE)
